"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-22"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 충청남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"4336","충청남도 아산시 풍기동","514","0514","0000","아산풍기이지더원1차아파트","전세","84.9120","202604","25","22,000","0","19","2017","어의정로 184","202606~202806","신규","-","","","아파트"
"4337","충청남도 아산시 풍기동","514","0514","0000","아산풍기이지더원1차아파트","전세","84.9120","202604","25","22,000","0","19","2017","어의정로 184","202606~202806","신규","-","","","아파트"
"4338","충청남도 천안시 서북구 쌍용동","1914","1914","0000","주공9","월세","49.7700","202604","25","500","50","10","1998","봉서산샛길 65","202605~202805","신규","-","","","아파트"
"4339","충청남도 서산시 예천동","78-1","0078","0001","예천1단지주공","월세","59.9900","202604","25","4,853","7","9","2006","예천1로 23","202604~202805","갱신","-","3,853","12","아파트"
"4340","충청남도 천안시 동남구 봉명동","513","0513","0000","봉서산아이파크","월세","84.9920","202604","25","1,000","120","15","2018","봉명4길 29","202604~202804","신규","-","","","아파트"
"4341","충청남도 천안시 동남구 용곡동","617","0617","0000","천안용곡두산위브","전세","84.9740","202604","25","27,000","0","15","2025","풍세로 801","202606~202806","신규","-","","","아파트"
"4342","충청남도 천안시 동남구 용곡동","596","0596","0000","용곡한라비발디","전세","84.9717","202604","25","24,000","0","9","2010","용곡2길 43-11","202606~202805","신규","-","","","아파트"
"4343","충청남도 천안시 서북구 쌍용동","1920","1920","0000","쌍용마을뜨란채,주공아파트","월세","59.9500","202604","25","1,000","70","2","1999","봉서산샛길 64","202605~202805","신규","-","","","아파트"
"4344","충청남도 천안시 동남구 청당동","1005","1005","0000","행정타운센트럴두산위브","월세","74.4191","202604","25","3,000","110","5","2023","청당5로 20","202606~202806","신규","-","","","아파트"
"4345","충청남도 당진시 송악읍 복운리","1629-2","1629","0002","신성미소지움2단지","월세","84.9835","202604","25","1,000","70","1","2007","신복운로3길 28","202605~202805","신규","-","","","아파트"
"4346","충청남도 당진시 송악읍 복운리","1629-2","1629","0002","신성미소지움2단지","월세","84.9835","202604","25","1,000","70","1","2007","신복운로3길 28","202605~202805","신규","-","","","아파트"
"4347","충청남도 천안시 동남구 신방동","869","0869","0000","신동아목련","월세","59.9500","202604","25","2,000","60","15","1996","새말4길 6","202605~202805","신규","-","","","아파트"
"4348","충청남도 아산시 득산동","392-2","0392","0002","부영","월세","49.9200","202604","25","500","55","7","1998","온천대로 1105-17","202605~202804","신규","-","","","아파트"
"4349","충청남도 천안시 동남구 목천읍 삼성리","9-12","0009","0012","원앙마을부영1차","월세","49.9200","202604","25","500","42","4","1999","삼성5길 42","202604~202704","신규","-","","","아파트"
"4350","충청남도 서산시 예천동","1328","1328","0000","예천한성필하우스","전세","84.9779","202604","25","25,000","0","7","2012","동서1로 182","202604~202802","갱신","사용","25,000","0","아파트"
"4351","충청남도 천안시 동남구 신방동","920","0920","0000","초원그린타운","전세","39.2700","202604","25","4,500","0","10","1998","신촌4로 16","202605~202805","신규","-","","","아파트"
"4352","충청남도 천안시 동남구 청당동","1012","1012","0000","천안롯데캐슬더청당","월세","84.9950","202604","25","5,000","120","27","2025","청당4로 20","202605~202805","신규","-","","","아파트"
"4353","충청남도 천안시 서북구 성거읍 신월리","471","0471","0000","직산역서희스타힐스","전세","59.8854","202604","25","20,000","0","5","2024","천안대로 1446","202605~202805","신규","-","","","아파트"
"4354","충청남도 천안시 서북구 쌍용동","1561","1561","0000","월봉청솔2차","월세","48.4500","202604","25","2,000","50","9","2000","월봉7길 77","202605~202805","신규","-","","","아파트"
"4355","충청남도 천안시 서북구 쌍용동","1547","1547","0000","월봉일성5","월세","84.9000","202604","25","2,000","90","15","1999","월봉4로 120-16","202605~202805","신규","-","","","아파트"
"4356","충청남도 천안시 동남구 목천읍 신계리","166-22","0166","0022","연합초원","전세","53.8200","202604","25","5,000","0","5","1994","목천안터2길 9","202606~202806","신규","-","","","아파트"
"4357","충청남도 천안시 동남구 신방동","920","0920","0000","초원그린타운","월세","39.2700","202604","25","500","40","2","1998","신촌4로 16","202604~202804","신규","-","","","아파트"
"4358","충청남도 당진시 원당동","1251","1251","0000","원당마을주공1단지","전세","51.7400","202604","25","12,600","0","14","2003","밤절로 103","-","-","-","","","아파트"
"4359","충청남도 아산시 온천동","260-28","0260","0028","아산칸타빌센트럴시티","월세","59.9817","202604","25","3,000","70","4","2024","아산로17번길 5","202605~202805","신규","-","","","아파트"
"4360","충청남도 아산시 모종동","854","0854","0000","힐스테이트모종블랑루체","월세","84.9860","202604","25","3,000","100","10","2026","한마음로 127-12","202605~202805","신규","-","","","아파트"
"4361","충청남도 아산시 모종동","854","0854","0000","힐스테이트모종블랑루체","전세","84.9752","202604","25","24,000","0","9","2026","한마음로 127-12","202605~202805","신규","-","","","아파트"
"4362","충청남도 아산시 온천동","1928","1928","0000","아산반도유보라","전세","59.9958","202604","25","16,000","0","3","2016","아산로 116-21","202606~202806","신규","-","","","아파트"
"4363","충청남도 아산시 용화동","1661","1661","0000","아산줌파크","월세","84.7600","202604","25","1,000","74","11","2023","시민로 135","202604~202704","갱신","사용","1,000","70","아파트"
"4364","충청남도 아산시 용화동","426","0426","0000","백자","월세","59.8300","202604","25","500","45","2","1993","시민로245번길 4","202604~202804","신규","-","","","아파트"
"4365","충청남도 아산시 용화동","133-2","0133","0002","아산자이그랜드파크2단지","월세","84.8804","202604","25","10,000","50","12","2026","남부로 195","202605~202805","신규","-","","","아파트"
"4366","충청남도 아산시 용화동","356","0356","0000","주공2","월세","39.3000","202604","25","500","35","2","1989","시민로 277-3","202605~202805","신규","-","","","아파트"
"4367","충청남도 아산시 용화동","1661","1661","0000","아산줌파크","월세","75.3000","202604","25","4,000","55","8","2023","시민로 135","202605~202809","신규","-","","","아파트"
"4368","충청남도 아산시 용화동","133-2","0133","0002","아산자이그랜드파크2단지","월세","84.6507","202604","25","3,000","115","1","2026","남부로 195","202605~202805","신규","-","","","아파트"
"4369","충청남도 아산시 모종동","854","0854","0000","힐스테이트모종블랑루체","월세","84.9752","202604","25","3,000","100","7","2026","한마음로 127-12","202606~202803","신규","-","","","아파트"
"4370","충청남도 공주시 옥룡동","5","0005","0000","금강빌라","전세","68.6100","202604","25","5,350","0","3","1986","버드나무1길 69","-","-","-","","","아파트"
"4371","충청남도 아산시 모종동","854","0854","0000","힐스테이트모종블랑루체","전세","84.9752","202604","25","24,000","0","9","2026","한마음로 127-12","202605~202805","신규","-","","","아파트"
"4372","충청남도 아산시 모종동","643","0643","0000","모종캐슬어울림3단지","월세","59.8586","202604","25","2,000","80","13","2017","모종남로22번길 11","202606~202806","신규","-","","","아파트"
"4373","충청남도 당진시 시곡동","120-9","0120","0009","현대그린","월세","44.4570","202604","25","1,000","35","1","1996","서해로 6258-8","202606~202806","신규","-","","","아파트"
"4374","충청남도 천안시 서북구 쌍용동","1547","1547","0000","월봉일성5","전세","114.6700","202604","25","23,000","0","8","1999","월봉4로 120-16","202605~202805","신규","-","","","아파트"
"4375","충청남도 천안시 서북구 성성동","969","0969","0000","천안레이크타운3차푸르지오","전세","73.6367","202604","25","35,000","0","8","2020","성성6로 68","202608~202902","신규","-","","","아파트"
"4376","충청남도 천안시 서북구 쌍용동","1914","1914","0000","주공9","전세","39.6900","202604","25","7,850","0","10","1998","봉서산샛길 65","202604~202804","갱신","-","7,500","0","아파트"
"4377","충청남도 천안시 서북구 쌍용동","1914","1914","0000","주공9","월세","49.7700","202604","25","500","50","10","1998","봉서산샛길 65","202605~202805","신규","-","","","아파트"
"4378","충청남도 천안시 동남구 신방동","869","0869","0000","신동아목련","전세","59.9500","202604","25","11,200","0","1","1996","새말4길 6","202604~202804","신규","-","","","아파트"
"4379","충청남도 천안시 서북구 백석동","1193","1193","0000","백석더샵아파트","전세","84.4993","202604","25","31,000","0","8","2016","한들3로 70","202606~202801","신규","-","","","아파트"
"4380","충청남도 천안시 서북구 불당동","1497","1497","0000","불당리더힐스","전세","84.5900","202604","25","39,000","0","8","2016","불당24로 10","202607~202807","신규","-","","","아파트"
"4381","충청남도 아산시 모종동","640","0640","0000","모종캐슬어울림2단지","월세","84.9206","202604","24","2,000","80","24","2017","모종로22번길 33","202605~202805","신규","-","","","아파트"
"4382","충청남도 보령시 명천동","1119","1119","0000","더베스트예미지","월세","84.9706","202604","24","10,000","90","9","2019","명천로 94","202604~202804","신규","-","","","아파트"
"4383","충청남도 천안시 서북구 직산읍 상덕리","107","0107","0000","직산산호","월세","49.8000","202604","24","300","30","11","1997","양당율금길 4-30","202604~202704","신규","-","","","아파트"
"4384","충청남도 서산시 석림동","701","0701","0000","스마트701","월세","19.2997","202604","24","300","33","8","2012","한마음4로 30","202604~202704","신규","-","","","아파트"
"4385","충청남도 보령시 명천동","389","0389","0000","명천주공5","월세","59.8000","202604","24","500","65","12","1998","주공로 65","202605~202705","신규","-","","","아파트"
"4386","충청남도 보령시 명천동","413","0413","0000","보령명천2차","월세","26.3700","202604","24","247","5","15","1994","주공로 50","202604~202805","신규","-","","","아파트"
"4387","충청남도 천안시 서북구 백석동","1193","1193","0000","백석더샵아파트","전세","84.2532","202604","24","31,000","0","18","2016","한들3로 70","202606~202806","신규","-","","","아파트"
"4388","충청남도 천안시 서북구 백석동","1193","1193","0000","백석더샵아파트","전세","84.2532","202604","24","31,000","0","18","2016","한들3로 70","202606~202806","신규","-","","","아파트"
"4389","충청남도 천안시 서북구 직산읍 모시리","206-13","0206","0013","우성8차","월세","49.7100","202604","24","800","45","14","1995","자은가리1길 68","202605~202805","신규","-","","","아파트"
"4390","충청남도 천안시 서북구 직산읍 모시리","242-5","0242","0005","대림","월세","39.9500","202604","24","500","40","6","1998","2공단5로 169","202604~202704","신규","-","","","아파트"
"4391","충청남도 천안시 서북구 불당동","1546","1546","0000","천안불당린스트라우스2단지","월세","122.7110","202604","24","10,000","250","26","2017","불당19로 111","202605~202801","신규","-","","","아파트"
"4392","충청남도 당진시 읍내동","1448","1448","0000","남산공원휴먼빌","전세","84.9614","202604","24","17,000","0","8","2010","무수동옛길 99","202605~202805","갱신","-","17,000","0","아파트"
"4393","충청남도 당진시 대덕동","1883","1883","0000","당진대덕수청시티프라디움2차","전세","84.9960","202604","24","18,700","0","16","2021","대덕1로 50","202606~202806","신규","-","","","아파트"
"4394","충청남도 당진시 대덕동","1883","1883","0000","당진대덕수청시티프라디움2차","전세","84.9973","202604","24","18,700","0","11","2021","대덕1로 50","202605~202805","신규","-","","","아파트"
"4395","충청남도 보령시 동대동","414-2","0414","0002","동대주공2","월세","39.6000","202604","24","200","40","2","1991","주공로 33","202604~202704","신규","-","","","아파트"
"4396","충청남도 천안시 서북구 불당동","1613","1613","0000","천안불당호반써밋플레이스","전세","117.4714","202604","24","73,000","0","15","2017","불당21로 40","202606~202806","갱신","사용","70,000","0","아파트"
"4397","충청남도 천안시 서북구 불당동","1503","1503","0000","불당이안","월세","84.9000","202604","24","3,000","145","1","2015","불당23로 13","202605~202805","신규","-","","","아파트"
"4398","충청남도 천안시 서북구 쌍용동","1367","1367","0000","월봉청솔1단지","월세","50.1600","202604","24","500","60","14","2000","월봉4로 140-9","202605~202805","신규","-","","","아파트"
"4399","충청남도 천안시 서북구 불당동","737","0737","0000","메가트로피","월세","19.1100","202604","24","300","35","7","2014","검은들3길 3","202604~202704","신규","-","","","아파트"
"4400","충청남도 천안시 동남구 신방동","920","0920","0000","초원그린타운","월세","39.2700","202604","24","500","42","1","1998","신촌4로 16","202605~202805","신규","-","","","아파트"
"4401","충청남도 계룡시 금암동","167-1","0167","0001","우림루미아트","월세","84.9769","202604","24","2,000","80","8","2005","장안로 75","202606~202806","신규","-","","","아파트"
"4402","충청남도 당진시 송악읍 기지시리","504","0504","0000","힐스테이트당진2차","전세","62.7016","202604","24","16,500","0","12","2018","틀모시로 737","202604~202804","신규","-","","","아파트"
"4403","충청남도 천안시 서북구 쌍용동","1367","1367","0000","월봉청솔1단지","월세","50.1600","202604","24","500","60","7","2000","월봉4로 140-9","202605~202805","신규","-","","","아파트"
"4404","충청남도 천안시 서북구 불당동","1292","1292","0000","펜타포트(101동102동)","월세","166.6540","202604","24","10,000","240","34","2011","공원로 195","202607~202807","신규","-","","","아파트"
"4405","충청남도 천안시 서북구 불당동","1548","1548","0000","천안불당지웰더샵","전세","99.3422","202604","24","63,000","0","9","2016","불당26로 77","202604~202804","갱신","사용","60,000","0","아파트"
"4406","충청남도 천안시 동남구 풍세면 보성리","772","0772","0000","천안한양수자인에코시티","전세","84.9855","202604","24","17,500","0","18","2023","풍세산단로 290","202605~202805","신규","-","","","아파트"
"4407","충청남도 서산시 읍내동","624-6","0624","0006","동신","전세","61.5600","202604","24","8,500","0","7","1994","문화로 131","202607~202807","신규","-","","","아파트"
"4408","충청남도 천안시 서북구 성환읍 율금리","773","0773","0000","두진그린힐","전세","59.9800","202604","24","7,000","0","11","2001","율금1길 221-34","202606~202806","신규","-","","","아파트"
"4409","충청남도 천안시 서북구 쌍용동","2100","2100","0000","파크밸리동일하이빌","전세","84.9940","202604","24","35,000","0","8","2011","봉서산1길 35","202604~202804","신규","-","","","아파트"
"4410","충청남도 천안시 서북구 쌍용동","1548","1548","0000","월봉대우","전세","59.8840","202604","24","14,400","0","7","1998","월봉4로 88-11","-","-","-","","","아파트"
"4411","충청남도 천안시 서북구 쌍용동","1548","1548","0000","월봉대우","전세","59.8840","202604","24","14,400","0","7","1998","월봉4로 88-11","202605~202805","갱신","사용","14,500","0","아파트"
"4412","충청남도 천안시 동남구 신방동","920","0920","0000","초원그린타운","월세","39.2700","202604","24","500","47","8","1998","신촌4로 16","202605~202805","신규","-","","","아파트"
"4413","충청남도 당진시 수청동","1562","1562","0000","호반써밋시그니처Ⅱ","월세","84.4927","202604","24","3,000","130","11","2023","수청1로 51","202605~202804","갱신","-","3,000","100","아파트"
"4414","충청남도 천안시 서북구 쌍용동","1914","1914","0000","주공9","전세","49.7700","202604","24","9,500","0","2","1998","봉서산샛길 65","202606~202806","신규","-","","","아파트"
"4415","충청남도 아산시 권곡동","171-21","0171","0021","권곡한성하우시스","월세","49.7605","202604","24","1,000","55","7","2012","문화로 257-10","202604~202804","신규","-","","","아파트"
"4416","충청남도 아산시 권곡동","169-1","0169","0001","서해그랑블1차","월세","84.7904","202604","24","2,000","80","10","2009","문화로 257-20","202604~202804","신규","-","","","아파트"
"4417","충청남도 아산시 권곡동","627","0627","0000","아산한신더휴","월세","84.9100","202604","24","2,000","110","15","2025","문화로 257-45","202605~202805","신규","-","","","아파트"
"4418","충청남도 서산시 동문동","259-7","0259","0007","하트리움","월세","19.2300","202604","24","300","38","5","2015","중앙로 94","202604~202704","신규","-","","","아파트"
"4419","충청남도 천안시 서북구 두정동","1332","1332","0000","더리치빌2","전세","24.0200","202604","24","5,000","0","5","2013","두정상가3길 20","202605~202805","신규","-","","","아파트"
"4420","충청남도 천안시 서북구 두정동","1864","1864","0000","우성","전세","84.8550","202604","24","15,500","0","5","1996","두정고7길 36","202606~202806","신규","-","","","아파트"
"4421","충청남도 천안시 서북구 두정동","1308","1308","0000","더쉼","월세","23.4925","202604","24","500","38","5","2013","두정상가1길 32-16","202604~202804","신규","-","","","아파트"
"4422","충청남도 천안시 동남구 청수동","435","0435","0000","청수행정타운금호어울림","월세","72.8318","202604","24","2,000","100","3","2023","수도산공원길 1","202605~202708","신규","-","","","아파트"
"4423","충청남도 당진시 대덕동","1883","1883","0000","당진대덕수청시티프라디움2차","전세","84.9960","202604","24","18,700","0","6","2021","대덕1로 50","202606~202806","신규","-","","","아파트"
"4424","충청남도 천안시 동남구 용곡동","596","0596","0000","용곡한라비발디","전세","116.5367","202604","24","30,000","0","8","2010","용곡2길 43-11","202605~202805","신규","-","","","아파트"
"4425","충청남도 천안시 동남구 용곡동","462-77","0462","0077","호반써밋센트럴파크Ⅰ","전세","84.9153","202604","24","30,000","0","6","2025","일봉로 51","202605~202805","신규","-","","","아파트"
"4426","충청남도 천안시 동남구 용곡동","595","0595","0000","용곡동우림필유","월세","84.9796","202604","24","2,000","100","7","2009","용곡5길 37-6","202605~202805","신규","-","","","아파트"
"4427","충청남도 공주시 신관동","495-83","0495","0083","리버하임","월세","16.1911","202604","24","500","40","6","2013","금벽로 357-8","202605~202704","신규","-","","","아파트"
"4428","충청남도 천안시 서북구 성정동","717","0717","0000","주공5-1","월세","59.1200","202604","24","1,000","60","2","1988","성정로 75","202605~202805","신규","-","","","아파트"
"4429","충청남도 천안시 동남구 목천읍 신계리","134-3","0134","0003","목천이수프라임","월세","39.6800","202604","24","300","35","1","2000","충절로 892","202606~202806","신규","-","","","아파트"
"4430","충청남도 천안시 동남구 목천읍 신계리","127-2","0127","0002","천안목천협성엠파이어","월세","39.8200","202604","24","300","40","2","2013","충절로 874","202605~202805","신규","-","","","아파트"
"4431","충청남도 천안시 서북구 성정동","1317","1317","0000","프라지움5차","월세","49.8700","202604","24","2,000","65","7","2015","오성로 120","202605~202705","신규","-","","","아파트"
"4432","충청남도 천안시 서북구 성정동","1335","1335","0000","하이스타운3차","월세","22.1200","202604","24","200","35","10","2014","성정공원7길 3","202604~202704","신규","-","","","아파트"
"4433","충청남도 천안시 서북구 성정동","1292","1292","0000","에프엠21","월세","21.7868","202604","24","1,000","25","8","2014","쌍용대로 348","202604~202704","신규","-","","","아파트"
"4434","충청남도 천안시 동남구 청당동","980","0980","0000","행정타운두산위브더파크","월세","84.9710","202604","24","2,000","100","5","2018","청당3길 147","202606~202806","신규","-","","","아파트"
"4435","충청남도 아산시 용화동","1395","1395","0000","아산용화엘크루","전세","59.9749","202604","24","16,000","0","15","2014","어의정로 92-7","202606~202806","신규","-","","","아파트"
"4436","충청남도 아산시 용화동","1623","1623","0000","용화지구신도브래뉴","월세","59.9660","202604","24","4,000","60","7","2009","용화고길 90","202605~202805","신규","-","","","아파트"
"4437","충청남도 논산시 부창동","209-4","0209","0004","대림","월세","84.9740","202604","24","3,000","70","6","1997","대림길 7","202605~202805","신규","-","","","아파트"
"4438","충청남도 공주시 옥룡동","103","0103","0000","주공2","월세","41.8500","202604","24","500","40","8","1994","우금티로 709-11","202605~202805","신규","-","","","아파트"
"4439","충청남도 아산시 탕정면 명암리","809","0809","0000","탕정삼성트라팰리스(1단지~3단지)","월세","107.0400","202604","24","15,000","100","32","2009","탕정면로 37","202606~202806","신규","-","","","아파트"
"4440","충청남도 서천군 서천읍 군사리","693-1","0693","0001","제일맨션","월세","84.7400","202604","24","2,000","45","5","1992","충절로29번길 16","202605~202705","신규","-","","","아파트"
"4441","충청남도 아산시 탕정면 용두리","720","0720","0000","더퍼스트休","월세","29.3920","202604","24","60","60","8","2021","용머리길 109","202605~202608","신규","-","","","아파트"
"4442","충청남도 아산시 탕정면 용두리","720","0720","0000","더퍼스트休","월세","19.9520","202604","24","52","52","9","2021","용머리길 109","202604~202607","신규","-","","","아파트"
"4443","충청남도 아산시 탕정면 용두리","720","0720","0000","더퍼스트休","월세","19.9520","202604","24","52","52","9","2021","용머리길 109","202604~202607","신규","-","","","아파트"
"4444","충청남도 서천군 장항읍 성주리","278-2","0278","0002","금강","월세","109.1100","202604","24","2,000","40","9","1996","성화로 194","202605~202805","신규","-","","","아파트"
"4445","충청남도 아산시 탕정면 용두리","720","0720","0000","더퍼스트休","월세","29.3920","202604","24","0","60","10","2021","용머리길 109","202604~202607","신규","-","","","아파트"
"4446","충청남도 아산시 탕정면 용두리","720","0720","0000","더퍼스트休","월세","29.3920","202604","24","60","60","8","2021","용머리길 109","202605~202608","신규","-","","","아파트"
"4447","충청남도 홍성군 홍북읍 신경리","1369","1369","0000","내포신도시 경남아너스빌","월세","84.7100","202604","24","3,000","70","24","2016","청사로 15","202605~202805","신규","-","","","아파트"
"4448","충청남도 아산시 탕정면 명암리","809","0809","0000","탕정삼성트라팰리스(5단지)","전세","83.4986","202604","24","35,500","0","31","2014","탕정면로 37","202604~202806","신규","-","","","아파트"
"4449","충청남도 아산시 배방읍 공수리","282","0282","0000","배방삼정그린코아","전세","38.4900","202604","24","7,200","0","16","2012","모산로126번길 17-7","202605~202805","신규","-","","","아파트"
"4450","충청남도 아산시 음봉면 산동리","427-1","0427","0001","삼일원앙","월세","39.7300","202604","24","300","40","5","1997","음봉로 847","202605~202705","신규","-","","","아파트"
"4451","충청남도 아산시 배방읍 공수리","282","0282","0000","배방삼정그린코아","전세","38.4900","202604","24","7,200","0","16","2012","모산로126번길 17-7","202606~202805","신규","-","","","아파트"
"4452","충청남도 아산시 배방읍 공수리","282","0282","0000","배방삼정그린코아","전세","38.4900","202604","24","7,200","0","3","2012","모산로126번길 17-7","202605~202805","신규","-","","","아파트"
"4453","충청남도 아산시 배방읍 공수리","282-5","0282","0005","아산한도","월세","39.9000","202604","24","500","40","19","1997","모산로126번길 17-26","202604~202804","신규","-","","","아파트"
"4454","충청남도 아산시 배방읍 공수리","282","0282","0000","배방삼정그린코아","월세","38.4900","202604","24","500","50","3","2012","모산로126번길 17-7","202605~202705","신규","-","","","아파트"
"4455","충청남도 금산군 금산읍 중도리","339-1","0339","0001","힐스프라임","월세","76.3696","202604","24","500","65","4","2021","뒷담말길 30-9","202605~202805","신규","-","","","아파트"
"4456","충청남도 서산시 성연면 왕정리","725","0725","0000","e편한세상서산테크노밸리","전세","74.5253","202604","24","17,500","0","10","2018","성연4로 46","202606~202806","신규","-","","","아파트"
"4457","충청남도 예산군 예산읍 주교리","258-2","0258","0002","충남꿈비채(예산주교)","월세","44.7738","202604","24","4,000","14","4","2022","주교로 13","202605~202806","신규","-","","","아파트"
"4458","충청남도 아산시 배방읍 북수리","1183","1183","0000","금호어울림(2차)","월세","84.9961","202604","24","1,000","75","1","2005","배방로201번길 20","202606~202806","신규","-","","","아파트"
"4459","충청남도 예산군 예산읍 주교리","258-2","0258","0002","충남꿈비채(예산주교)","월세","44.7738","202604","24","4,000","14","4","2022","주교로 13","202605~202606","신규","-","","","아파트"
"4460","충청남도 아산시 탕정면 매곡리","1387","1387","0000","신영한들물빛도시지웰시티센트럴푸르지오3단지","전세","84.7160","202604","24","41,500","0","24","2022","한들물빛5로 36","202605~202805","갱신","-","37,200","0","아파트"
"4461","충청남도 아산시 탕정면 매곡리","1385","1385","0000","한들물빛도시신영지웰시티센트럴푸르지오1단지","전세","84.8150","202604","24","45,000","0","21","2022","한들물빛도시로 69","202606~202806","갱신","-","35,000","0","아파트"
"4462","충청남도 홍성군 홍북읍 신경리","945","0945","0000","자경마을중흥에스클래스","전세","59.9921","202604","24","13,490","0","20","2016","자경로 17","202604~202804","신규","-","","","아파트"
"4463","충청남도 태안군 태안읍 삭선리","281-25","0281","0025","해송마을1차","월세","39.9600","202604","24","500","25","1","1999","원이로 302","202605~202705","신규","-","","","아파트"
"4464","충청남도 아산시 신창면 남성리","177-2","0177","0002","샘마을","월세","39.2700","202604","24","300","35","2","2001","남성길 85","202604~202804","신규","-","","","아파트"
"4465","충청남도 서산시 음암면 부장리","219-2","0219","0002","수림아파트","월세","84.9766","202604","24","1,000","55","13","2007","음암로 499","202604~202704","신규","-","","","아파트"
"4466","충청남도 아산시 배방읍 공수리","1712","1712","0000","배방2차푸르지오","월세","84.9286","202604","24","2,000","100","11","2015","배방로 58-38","202607~202806","신규","-","","","아파트"
"4467","충청남도 홍성군 홍성읍 남장리","631","0631","0000","홍성승원팰리체아파트","전세","84.3860","202604","24","23,800","0","6","2023","남장3길 23","202605~203004","신규","-","","","아파트"
"4468","충청남도 천안시 동남구 문화동","180","0180","0000","천안역필하우스에듀시티(1단지)","전세","73.9819","202604","24","26,000","0","8","2022","성황로 40","202604~202804","신규","-","","","아파트"
"4469","충청남도 아산시 둔포면 석곡리","1790","1790","0000","아산테크노밸리이지더원5단지","월세","72.2295","202604","24","2,000","85","5","2017","아산밸리북로 48","202604~202804","신규","-","","","아파트"
"4470","충청남도 아산시 배방읍 장재리","1539","1539","0000","연화마을8단지","전세","74.5200","202604","24","22,000","0","7","2009","연화로 36","202605~202805","신규","-","","","아파트"
"4471","충청남도 아산시 탕정면 용두리","720","0720","0000","더퍼스트休","월세","19.9520","202604","24","52","52","9","2021","용머리길 109","202604~202607","신규","-","","","아파트"
"4472","충청남도 서산시 대산읍 영탑리","596","0596","0000","풍림","월세","84.7200","202604","24","1,000","50","1","1993","충의로 1839-7","202604~202704","신규","-","","","아파트"
"4473","충청남도 서산시 성연면 일람리","1134","1134","0000","서산테크노밸리예다음아파트","월세","66.9260","202604","24","14,900","6","6","2023","성연4로 10","202606~203404","신규","-","","","아파트"
"4474","충청남도 서산시 성연면 일람리","1134","1134","0000","서산테크노밸리예다음아파트","월세","66.9260","202604","24","14,900","6","6","2023","성연4로 10","202606~203404","신규","-","","","아파트"
"4475","충청남도 서산시 성연면 일람리","1134","1134","0000","서산테크노밸리예다음아파트","월세","66.9260","202604","24","14,900","6","3","2023","성연4로 10","202605~203404","신규","-","","","아파트"
"4476","충청남도 서산시 성연면 일람리","1081","1081","0000","서산테크노밸리우미린","월세","59.9050","202604","24","8,000","37","11","2022","성연3로 77","202606~202806","갱신","-","8,000","36","아파트"
"4477","충청남도 서산시 지곡면 무장리","920","0920","0000","늘푸른오스카빌","월세","84.9824","202604","24","1,000","50","2","2006","충의로 762-78","202604~202804","신규","-","","","아파트"
"4478","충청남도 아산시 배방읍 공수리","282","0282","0000","배방삼정그린코아","월세","38.4900","202604","24","500","46","3","2012","모산로126번길 17-7","202604~202704","신규","-","","","아파트"
"4479","충청남도 아산시 탕정면 용두리","720","0720","0000","더퍼스트休","월세","19.9520","202604","24","52","52","9","2021","용머리길 109","202604~202607","신규","-","","","아파트"
"4480","충청남도 아산시 신창면 행목리","498","0498","0000","아산신창양우내안애","월세","35.1000","202604","23","300","40","13","2014","행목로 202","202604~202804","신규","-","","","아파트"
"4481","충청남도 아산시 배방읍 갈매리","508","0508","0000","배방자이","전세","84.9400","202604","23","19,000","0","6","2007","호서로 460","202606~202806","신규","-","","","아파트"
"4482","충청남도 아산시 염치읍 송곡리","46-1","0046","0001","신일","전세","49.8400","202604","23","5,700","0","1","2001","송곡길68번길 3","202606~202806","신규","-","","","아파트"
"4483","충청남도 아산시 배방읍 공수리","282","0282","0000","배방삼정그린코아","월세","38.4900","202604","23","500","50","21","2012","모산로126번길 17-7","202604~202804","신규","-","","","아파트"
"4484","충청남도 서산시 성연면 일람리","1134","1134","0000","서산테크노밸리예다음아파트","월세","66.9260","202604","23","14,900","6","14","2023","성연4로 10","202605~203404","신규","-","","","아파트"
"4485","충청남도 서산시 성연면 일람리","1134","1134","0000","서산테크노밸리예다음아파트","월세","66.9260","202604","23","14,700","6","2","2023","성연4로 10","202605~203404","신규","-","","","아파트"
